item_id,marketplace,country,main_image_id,domain_name,bullet_point,item_keywords,material,brand,color,item_name,model_name,model_number,product_type
B07TGZY1DS,Amazon,IN,711CzX4HZrL,amazon.in,"3D Printed Hard Back Case Mobile Cover for InFocus M2 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Slim Hard Back Cover No Warranty None",mobile cover back cover mobile case phone case mobile panel phone panel samsung mobile case samsung phone cover samsung back case mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover mobile cover back cover mobile case phone case mobile panel phone panel hard case 3D printed mobile cover,,Amazon Brand - Solimo,Others,Amazon Brand - Solimo Designer Red Paint On Wall 3D Printed Hard Back Case Mobile Cover for InFocus M2,InFocus M2,gz8226-SL40659,CELLULAR_PHONE_CASE
B085494J1X,Amazon,IN,71iB+TUHVyL,amazon.in,"Snug fit for Lenovo Z6 Pro, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Lenovo Z6 Pro Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Back Cover Designer Case Designer Panda Texture Mobile Cover Flexible Case Lenovo Z6 Pro Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicon,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Panda Texture UV Printed Soft Back Case Mobile Cover for Lenovo Z6 Pro,Lenovo Z6 Pro,UV10833-SL40408,CELLULAR_PHONE_CASE
B07ZFQ2W57,Amazon,IN,81oct5RNPzL,amazon.in,Outer Material: PU Closure Type: Slip On Heel type: flats Toe Style: Open Toe Warranty Type: No Warranty Warranty Description: No Warranty,sandal for women stylish footwear for women stylish chappals for women latest stylish wedges for women stylish slippers for women women sandals latest design flats for womens casual Pink Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design Pink casual chappals for women latest stylish fashion flats for womens casual footwear footwear for women stylish ladies sandal for women stylish slippers slippers for women wedges for women stylish women sandals latest design,,Teen Mix By Catwalk,Pink,Teen Mix By Catwalk Women's Pink Fashion Slippers-6 UK (38 EU) (8 US) (TM4287PK_A),,TM4287PK_A,SHOES
B0028N6SMQ,Amazon,CA,8101CwzdO+L,amazon.ca,"Queen set includes 87-by-105-inch flat sheet; 60-by-80-inch fitted sheet; 20-by-31-inch pillowcases Fine-quality 200-thread-count cotton percale; durable yet soft and breathable Playful, vibrant multi-dot pattern to brighten any child's room Pair with Pinzon's multi-dot shams and comforter or duvet cover Fits 15-inch depth mattress; machine wash; made in Portugal",bedding sheet sets sheets softness,Cotton,Pinzon by Amazon,Multi Dots,Pinzon Kids Printed Multi Dots Queen Sheet Set,,DOTD,HOME
B07R6SVWJT,Amazon,IN,71Qv6mabxdL,amazon.in,"Snug fit for Huawei Nova 3i, with perfect cutouts for volume buttons, audio & charging ports Stylish design and appearance, express your unique personality High Resolution UV light-ion 3D Embossed Printing for extraordinary quality and clarity. Printed using high end advanced Japanese machines. Your get our quality promise and design excellence Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. Protects phone from scratches, fingerprints and sweat Easy to put & take off None",Huawei Nova 3i Mobile back case cover transparent slim designer printed stylish new girls boys,,Amazon Brand - Solimo,multi-colored,Amazon Brand - Solimo Designer Leather Texture Printed Hard Back Case Mobile Cover for Huawei Nova 3i (D287),Huawei Nova 3i,1101551,CELLULAR_PHONE_CASE
B08511FPLP,Amazon,IN,81Gd4qnyogL,amazon.in,"Snug fit for Samsung Galaxy M31, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Samsung Galaxy M31 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover Samsung Galaxy M31 case Samsung Galaxy M31 cover Samsung Galaxy M31 mobile case Samsung Galaxy M31 mobile cover mobile case mobile cover,Plastic,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Old Stambh 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M31,Samsung Galaxy M31,gz8759-SL40523,CELLULAR_PHONE_CASE
B08542LQNW,Amazon,IN,719JbIZ9gqL,amazon.in,"Snug fit for Huawei Y9 (2019), with perfect cut-outs for volume buttons, audio and charging ports Compatible with Huawei Y9 (2019) Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.",Back Cover Designer Case Designer Happy Mobile Cover Flexible Case Huawei Y9 (2019) Case Printed Cover Silicone Case Soft TPU cases and covers fashion case mobile Cover,Silicon,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Happy UV Printed Soft Back Case Mobile Cover for Huawei Y9 (2019),Huawei Y9 (2019),UV10721-SL13243,CELLULAR_PHONE_CASE
B07PBK48SY,Amazon,MX,51v8m5K19gL,amazon.com.mx,,,,,,,,AB-BR837-PC,TOILET_PAPER_HOLDER
B0821DLZD3,Amazon,IN,81rNuqvi+vL,amazon.in,"Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Vivo U20 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface.No warranty",mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case mobile cover back cover mobile case phone case mobile panel phone panel vivo mobile case vivo phone cover vivo back case,Silicon,Amazon Brand - Solimo,multi-colored,Amazon Brand - Solimo Designer Random Impression On Wall UV Printed Soft Back Case Mobile Cover for Vivo U20,Vivo U20,UV10866-SL40671_1,CELLULAR_PHONE_CASE
B079L91D2J,Amazon,DE,A1vK2uloqWL,amazon.de,,,,,Grey,AmazonBasics Slim Travel Backpack Grey,,NC1712056H,BACKPACK
B07116316Y,Amazon,US,71jIZHHhUTL,amazon.com,"With a life of 15,000 hours, the bulb will last over 13 years (based on 3 hours of use each day) Provides 345 lumens of light immediately, with no waiting time to warm up to full brightness With a colour temperature of 2700 Kelvin, the bulb provides a warm white light, creating a comfortable atmosphere in any room Using 4.5 watts of energy and just £0.69 per year to operate, this bulb saves up to 87% per year and £64.06 over its lifetime compared to its incandescent equivalent (based on 3 hours/day, 0.14 £/kWh; may vary depending on rates and use) High colour rendering (CRI > 80) provides vivid and natural colour; beam angle of 36 degrees for a focused bright beam",e27 screw bulb hue gu10 led bulbs bayonet light philips,Plastic,AmazonBasics,Warm White,"AmazonBasics LED GU5.3 MR16 Spotlight Bulb, 4.5W (Equivalent to 35W), Warm White- Pack of 2",LED 35W GU5.3 WW 36D ND 2PK,9.29001E+11,LIGHT_BULB
B0853X2LFH,Amazon,IN,71VKn7zen6L,amazon.in,"Snug fit for Poco X2, with perfect cut-outs for volume buttons, audio and charging ports Compatible with Poco X2 Easy to put & take off with perfect cutouts for volume buttons, audio & charging ports. Stylish design and appearance, express your unique personality. Extreme precision design allows easy access to all buttons and ports while featuring raised bezel to life screen and camera off flat surface. None",cellphonecover backcase mobileguard mobilecover cellphonecase phonecover case protectivecase cover backcover phoneguard mobilecase protectivecover phonecase Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover Back Cover Designer Apple Texture Mobile Cover Designer Case Hard Case Mi Redmi K30 Case Poco X2 Printed Cover cases and covers fashion case mobile cover polycarbonate cover,Plastic,Amazon Brand - Solimo,Multicolor,Amazon Brand - Solimo Designer Apple Texture 3D Printed Hard Back Case Mobile Cover for Poco X2 / Mi Redmi K30,Poco X2,gz8755-SL40326,CELLULAR_PHONE_CASE
B079TT533G,Amazon,IN,81lzP1TfGmL,amazon.in,Outer Material: Canvas Lifestyle: Men's Casual Shoes Product Type: Sneakers Closure Type: Lace-Up Toe Style: Closed Toe Warranty Type: Manufacturer Product warranty against manufacturing defects: 30 days Care Instructions: Allow your pair of shoes to air and de-odorize at regular basis; Using a Shoe-horn to wear your shoes will avoid damage to the back of your shoes; Use Shoe bags to prevent any stains or mildew.,shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers shoes shoes for men sneakers for mens loafers for mens stylish latest casual shoes for mens white shoes for mens sneakers sneakers lofar shoes for mens men shoes casual shoes mens shoes loafers,Canvas,Amazon Brand - Symbol,Navy,Amazon Brand - Symbol Men's Navy Canvas Sneakers-7 (AZ-KY-287B),,AZ-KY-287B,SHOES
